content,score
to chat or call someone far and not network issue,5
.‌‍‍‌👌👌👌,3
👍👍👍,5
I had a great experience about it service,5
"sayataksukawasap, sbb saya kesepian uhuk""",1
this is the best app i have use many years,4
Beautiful aop,5
no longer working properly can't link companion devices it won't restore messages etc just stuffed an there support don't even reply,3
hi I like your app,1
My whatsapp is not working,5
so much fun to,4
Ok,5
whatapp is actually one of the best app I have in my phone because it has helped me get evidence 🧾 against some people 😔 if you don't download Whatsapp you are missing alot try it and thank me later,5
v. good👍👍👍👍👍 excellent💯💯💯💯💯👏👏👏,5
Best of all,5
very bad whatsapp,1
fails to verify my phone number,1
very good,5
"If you use this application, think carefully. Because it is controlled by a i, you will be blocked for meaningless accusations. It is not easy to remove your time and effort. Don't waste your valuable time and effort by installing this application. It is said to be responsible for blocking you. A meaningless application",1
Good,5
While on video call black spots are coming in the screen is it a bug or something else ?,3
not supported in my device,1
"poor status format video just in 3gp only,, just like back in Year 2000,, no HD available,,",3
ओम,5
love you,5
very fast for communication,4
good,5
bekar hai watsapp aap ish me name apne ap se hi chenj ho raha hai 😤👎👎,1
it's storage gets full quickly and I find my self with no space.,5
This is good link to everybody .,5
My numbers are blocked and cannot work on WhatsApp. I use WhatsApp business and regular WhatsApp. Please help me to make them work as before. I hope I have been heard well and you will work on it in time. Thank you,5
Good day,5
excellent 👍👌,5
good luck,5
good,5
it's good,5
good good,5
Please listen to me developer this app is so good to chat with other people but I need a thing can you please add this feature it will be helpful for us (I wanted to know who is online not how many is online in every whatsapp group chat ) thanks for listing to me you are doing a great job!,5
Awesome,5
good,4
Too Good,5
outstanding,5
why can't I send or make use of my voice note,5
Good,4
good privacy,5
you deserve better 🙂,5
we can talk in 🏠to home🏠🤗,5
very nice,5
awesome,5
fantastic,5
good aap,5
Good,5
nice is okay nice,4
wow,5
I can easily make calls chats,5
Its really a good choice,1
Good,5
Please solve the issue of about duration.,1
Exceptionally beautiful,5
nice and good,3
"Emojis are not stickers. We just want simple static emojis. Why is it necessary to update and change everything and make things more stimulating than required? Not every aspect of communication needs to be hyper realistic and animated! Oh, how I miss the simpler times!",3
"I honestly don't know what has been happening in the last few months, the App has been having glitches and crashes. Resolve whatever it is soon and stop frustration.",1
i so much prefare WhatsApp than telegram itel A70💝💜❤️,5
easy to use,5
Good app I'm using everyday 😊,5
nice,5
very fine,5
its not getting downloaded,1
no option for saving seen status automatically.,3
"Is the best, sample to use and understand any were you are",5
excellent 👍,5
super,5
Super,5
Whatsapp 1 account,1
good,5
यह ऐप अच्छा है और बहुत ही ज्यादा अच्छा मुझे तो इसमें बहुत सुविधा है वैसे आपको यह ऐप कैसा लगा,5
Good,5
This app is very useful,5
🥰🥰🥰🥰,5
Its need not to explain why I loving it,5
please help me,5
"I truly love how the app allows everyone to connect. But I must say, the quality of pictures or videos when uploaded to the status is very poor 😢. I would really like for that to be addressed.",1
upgrade please for status video 1 minute,5
achcha hai aap,4
very good,5
"this WhatsApp Messenger app is amazing, and I really love it",5
good,4
raight,5
"I have used it for years and it's been great but it seems to have been glitching in recent times. my messages don't show double or blue ticks anymore. my status views are inaccurate, shows only 1 or 2 views and that is if they like the status. it goes on and off every often and consumes so much space and cache. Backups are not successful Please help rectify this, it has been really difficult to navigate",2
"who ain't rating Whatsapp 5 star bcs Whatsapp has been the best and it's still the best , I've been using Whatsapp for the past 12 years and no issue 👆🔥♥️♥️♥️",5
Pleasant,3
"for instance you have chat with unread 250 messages. you entered to a chat, read 50 messages and read rest 200 messages later. but you can't, because whatsapp mark all messages as read. btw in telegram it works well, no stupid like here in whatsapp",4
am using Android 10 but my WhatsApp is always asking me to download official WhatsApp how.....yet am using this very one,5
good,3
very nice,5
I hate that whatsApp has changed the about options to only a specific period of time. I never want to change it. I don't like having to put something up every day. I want my favorite quote visible at all times. This is ridiculous that every app is now the same. What's the point of using all of them if they all do the exact same thing 🤔🙄,1
fast and efficient,5
loved it,5
I used daily watts ap sending msgs voice i satisfied with the watts ap too much helping us and the is very easy we use and share many things and also learng too much,5
👎,1
g for chat,4
good,4
number not verify problem issue,1
I am very disappointed with the latest update regarding the 'About' section. The forced duration (expiry) system is not user-friendly. There should be an option to keep it 'Always' or 'Permanent' like before. Please restore the old feature.,1
this app is very interesting,5
This app is over disturbing 😭 My account has been deleted,1
good,5
nice,5
so beautiful,5
"আমার হোয়াটসঅ্যাপটা ব্লক করে দেয়, হয়েছে আমি আমার একাউন্ট ফিরত চাচ্ছিলাম",5
super per video call me kuch issue hai,5
support the world with you,5
thank God bless you,5
"Worst app I've ever used. I'd give 0/5 for this app. It says that my account can no longer be used. They have banned my account lately. I tried writing a mail, but they aren't bothered to issues of users. I've never violated any rules/ terms of service. But it says to register new number. This nuisance has taken place since past 2 years. So, instead of looking for backup of my account, I'm going to uninstall it. Literally - Worst worst and horrible app, support system, and team.",1
Good job,5
waste,1
I love this app so much,4
terbaik,5
Great,5
super❤❤❤❤👌👌👌,5
really good 👍,5
bad,1
very good,5
"Whoops, WhatsApp is fun and easy to use?And secure",5
WhatsApp Messenger bhut hi acha h 👌👌,5
"having problem while tag someone in group, WhatsApp will be close when I m going to tag...",3
ok,4
whatsapp anben,5
Nice app,5
😍,5
App v2.26.15.76 .. Still an annoying AI META 'ring' that cannot be hidden or turned off :-(,2
nice day,5
now it is showing my name as my business name it has linked to my business account on Instagram and I can't edit it,1
gud,5
app Is so good,5
I mistakenly clicked on illegal Whatsapp group link on Facebook due to which my account has been blocked. plz help me to unblock it.,1
I cannot download this app. I'm using Huawei Y7a. Can you fix this issue. I updated my device but still not working,1
"It's the only app I enjoy the most, coz it directly connect me with the specific people I want, unlike the rest! ❤",5
nice to see 🙈,4
👍,5
💯 Sharp and accurate...,5
supar,5
This app is very helpful in any terms of seeing someone whomever you haven't seen for long time etc.,5
world's best app,5
join whatsapp,5
good,5
WhatsApp is a very good and reliable means of communication,4
good,5
"jay shee ram,🙏🙏🙏🙏🙏",1
super,5
Fantastic app...no doubt in that... But recently i am felting some trouble related to location sharing feature. I can't share location to anyone.. everytime i tried it just go for retry... please consider this and help regarding this... thank you 😊,4
Yesterday I set the private status to only share with but all the people can see my status what the hell wrong I selected the people I wanna share my status with why everyone can see that is it a glitch or something,1
superb,5
My account is always locked and disturbed,1
👍,5
was an awesome app until the ads in-between the statuses started popping up worst choice in the company's history 👎🏻👎🏻👎🏻👎🏻,2
good work,5
nice,5
fastest way of chatting I've ever done..cuz I think fast,5
moj moj,5
i like,5
excellent app,5
thank you,5
"Dear WhatsApp Developer Team, I am experiencing a Null Error in one of my groups when I attempt to mention a member using the ""@"" symbol. The app restarts unexpectedly. Could you please investigate this issue? I would appreciate your assistance in resolving it. Thank you.",1
this WhatsApp is not working in my phone 📞 plz guide,5
ok,5
Super,5
super,5
gud,5
best,5
nace app,5
good,5
It's very important to me and useful all google service products,5
best,5
I like it ❤️,5
"""Dear WhatsApp Support Team, My WhatsApp account has been placed 'in review' since yesterday, April 27, 2026. I believe this might be a mistake as I always strive to follow the Terms of Service and use the app responsibly. This account is very important for my personal and professional communication. I kindly request you to look into my case and restore my account access as soon as possible. Thank you for your time and assistance. Best regards, Tariq Abbas",1
very good app,5
l need to download Whatsapp,5
nice,5
plz un ban my what's app,4
it's excellent,5
very good,5
love you,5
awesome,5
thank you 1000,5
Am on WhatsApp,1
voice messaging file sharing,5
best,5
good,5
Bohot acha,5
WhatsApp messenger is the best have always find joy in this app all thanks to who created it❣️🌹😍,5
good app,5
👍👍❤️,5
"I used to love WhatsApp even back when it had a subscription cost of a dollar per year. I had no problem paying for it back then because it was so amazing! Nowadays , it's chock full of little features that are geared towards dumbing down our society even more. We don't need AI thinking for us and we definitely don't need it integrated into a messaging system. And I don't need little stickers flashing where my keyboard swap button sits when I'm trying to go back to keyboard from emoji's.",1
Very Lagging and not working properly also in my PC 🫣,1
Boishakhi,5
Good work,5
beautiful,5
super,4
very good,5
nice👍👍👍,1
WhatsApp is best communication source I like it very much.,5
great👍,5
nise,5
video call me problem aa rhi aur baar baar unstable network tyr new location likha hua aa rha hai,1
"too much update, can't update on play store",1
i dont like start chat...i dont likeeeee!.please removeeeee,1
it have not received or share any message,4
ජයනි චාමිකා,5
after updated all functions and setting seems has bugs for example : people doesnt show on the conversation window.. suddenly,1
mama,3
Good,5
have failed to register my number,1
very good,5
WhatsApp is what a beautiful App?,5
texting is great in this app,5
very bad 😞,3
Is wounderful,5
can't answer phone calls,1
👍,4
watsop using problim,5
Good enough and would've been better with more privacy settings,3
WhatsApp receive OTP,5
Nice app,3
super app,5
I am facing some bug while opening whatsApp. please help me. device poco m7,5
yes good,5
"I can't login into my account, it's like someone else has hacked my account.",5
good,5
why does this app keep on suspending my number?,5
just need it don't know a lot about it but willing to learn,5
support,5
I know nothing about this one app,5
good,4
Nice ap,5
super,3
Let me just message a number without adding a contact,1
Account in review Emergency unban request My number is banned from whatapp. Kindly reactivate it. Please,5
I like this app,5
oky,4
"I like the app, but Meta has decided to add an irritating AI button to the screen that you can't remove. All they needed to do is have a setting to hide it. I have tried to put up with it, but have had enough of it. 1 star for that.",1
WhatsApp message program,2
Great app,5
I'm being banned for no reason.....,1
this app is so great in easy communication with others. salutes to this to the owner.,1
i am not able to use whatsapp it blocked me and not satisfied,1
Its very ideal and efficient!,4
Not downloading,1
notification and call not show,1
Good,5
mera number hack ho chuka hai,5
Use full,5
The update is too slow,5
good 👍,5
good,5
good,5
nice 👍🏻,4
It's a good app in,5
need to be more private,4
it's a power full,5
watsapp very good nice app,5
good,5
nice,2
it's a nice app that helps you you to communicate with friends and family from all over the world,5
i can't do a video massage,5
good,5
خوب,5
WhatsApp payment sucks takes too long time,1
Excellent,5
My WhatsApp account does not last long.,5
very Good,5
this app is a good app,5
"I am very disappointed from this app, recently my number got temporarily blocked, so I want to register number and that number is also blocked, so I tried another guess what happened same thing, I tried 5 different numbers 2 of them were new numbers, but WhatsApp keep saying (this account can't use WhatsApp",1
good app,5
this app is so good for communication and it helps facilitate work,5
good,1
mere liye to family ban gyi hai hai,5
𝐓𝐡𝐚 𝐛𝐞𝐬𝐭 𝐚𝐩𝐩...!¡👀,5
Best app ever!!,5
Because of this I can bit meta connect any if my sites or pages m. Ii cannot use so means I can not advertise and I loose and client chats because it befire back up,1
I am install the official Whatsapp but I login my account to face a problem download official Whatsapp please solve problem,1
🔥🔥🔥,5
He is a best app,5
Please note my important suggestion. Edit sent message option is very good. But should be fast to edit. like swipe or double tap to edit fast before reading the recipient.,5
ex noceptional,4
"-Arey IDIOT, Don't reduce the DP image quality. - Even pics in the status are loose the quality, it's annoying. -And provide option to crop & rotate the video for status",1
Good,4
good,5
Well,5
"My daily application.. Improving alot.. But I have a request; please make group voice chat be removeable by atleast a group admin.. Some elders members male a request and it always appears and can not be remove by other members and easy to join accidentally, thats pretty annoying.",3
I am not receiving OTP on my number. Can you help me open WhatsApp without OTP,1
I recently got to know that adding a new line is not working while editing the Whatsapp group descriptions.,4
Stunning,5
BEST 👍👍👍😎😎😎,5
DND my calls,5
I love that app,5
Because of this my work becomes easier and it is useful for me.,5
give me second chance,5
"Edited message not sent!?? while i sent it shows sent, but next day not sent!??",1
ohoo,5
good App Good app,5
excellent,5
los canales de WhatsApp están súper mal hechos y muy poco seguros para la experiencia de privacidad del usuario en caso de no ser una figura pública. deberían poderse hacer canales tanto públicos como privados y también que se permita eliminar o sacar a seguidores de un canal si no deseas que estén,1
good,5
I Love It,5
good,5
I enjoy using WhatsApp!!!,5
code hi ni diya,1
"On the latest update I keep getting the message ""Waiting for this message. This may take a while"" and I have to keep asking people to resend the messages because they NEVER arrive, it's so annoying, I already tried every single ""solution"" I could find in the internet",1
he is a very sefty app,5
perfect thanks,5
awesome,5
Good,5
nice,5
Good,3
my WhatsApp sms,5
WhatsApp messenger is a good app,5
"The my experience about the whatsapp is very bad. The status sound has stopped coming. After the update, I asked WhatsApp Meta and tried everything to fix it. Even then, the sound did not come. After my WhatsApp update, the status sound is not reaching even others.",1
this version is hacked,1
very helpful for you long distance people easy to call message love this aap,5
ok if I can get to use it I believe,5
best aap,5
work easy to communicate ferns,3
good app,5
very good experience 💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💯💗💗💗💗💗💗💗💗💗💗💗💗💗💗👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 this is very good app ........ I am always trus you ❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️❤️💗❤️💗❤️💗❤️❤️💗❤️💗❤️💗💗💗❤️💗❤️💗💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️❤️💗❤️💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗❤️💗❤️💗💗❤️❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️❤️💗❤️💗❤️💗💗❤️💗❤️💯💯💯💯💯💯💯💯💯,5
very good👍👍👍,5
I need it,5
my WhatsApp important account has been Ban please and when off my WhatsApp,1
اگر اپنی سہولت کے لیے استعمال کیا جائے تو بہت ہی زبردست اپلیکیشن ہے,4
thanks so much,5
good,5
Show on the top,1
I want my whatsapp to work again,5
good,5
very good,5
"my whats up number is banned last week.and i tried to restore my account but i failed.I m facing this problem"" this account can not use what's up ""kindly reactivate my whats app",1
"> WhatsApp is now blocking groups without any valid reason. I created a learning group, followed all community guidelines, and still the group got deleted without warning. Even trusted members get flagged, and there is no way to appeal. The new update is too aggressive and affects genuine users. WhatsApp must improve transparency and provide clear policies. Group creators are losing trust. This is frustrating and unfair. Please fix this immediately for all users",1
whatsapp helps everyone to connect and share,5
guyss pls add a process to make my nb private,5
PLEASE!!!! Develop a logout option for the phone app!!!,2
I don't like this small time down load of a thing,3
I think that WhatsApp is a good app . where we chat with friends.,5
serious WhatsApp Messenger is the best i love this application,5
awasome,5
Best of the best,5
WhatsApp allows you to correct your text messages after hitting the send button. This is pretty cool. Google Messager couldn't do this.,5
its cool but right now I'm feeling annoyed like all of a sudden I was banned without a reason,5
1 number cheating app,5
"dah bagus ni semuanya jngan di update update lagi dah, mending lu update nya story WA biar HD and JELAS brok, gw kasih 3 karna story WA nya burem, kalo dah gak burem dan lu update gw kasih bintang semau lu",3
very useful for communication,5
❤️,5
Good app,5
Good,5
"helpful, easy to install and easy to use.",5
Whatsapp offical cntinou,1
good,5
bad 😔😔😔 service,1
"O pior aplicativo do século. Não recomendo! Procurem outros, qualquer um é melhor que isso!",1
the WhatsApp was not open,1
Its the best app whichever i use now,5
Best,5
💯,5
جيد,5
can't send pictures,5
WhatsApp nahin chal raha hai,5
good to communication and information and help msg with friends,5
"well 🤔 it is very okay but I think it's going to be ☝️ better than than this ,if can add a payment method",5
"the app is banned,,I can't access it,, how can you help",1
নাইস হোয়াটস আপ,5
😎 cool,5
Ok,5
please unlock my WhatsApp account,5
it is the world best app,5
The app keeps changing my notification settings back to MUTE.,1
ajay Kumar ❤️,5
very good .,5
सुबह,5
Poor,1
i love this app baby,5
"whatsapp kena banned without reasonable reason , please fix it!",2
suara telf video call ilang²an padahal signal bagus,5
nice,4
It's great to use this app,5
can't connect,4
الوتس جميل جدا,5
nice,5
good,5
Excellent,5
nice app,5
thank you,4
THIS APP IS THE MOST EXCITING APPRECIATE AND MOST IMPORTANT,5
Fantastic,5
nice,5
WhatsApp is not working,5
nice,5
"I suggest adding a feature to control group call permissions separately from messages. Currently, admins can restrict messages, but there is no option to prevent members from starting group calls. It would be very helpful if admins could allow chatting as normal while limiting who can start calls (for example: admins only). This feature would reduce unwanted calls and improve group management. Thank you.",4
the wallpaper,2
well I'm glad to be here,5
good apps,5
Such A Amazing App.😍,5
super,5
amazing app,5
PL open my WhatsApp mob app,5
Always the best,5
The chat message saving service is terrible; I lost most of my conversations and can't recover any of them.,1
Good,5
the worst app I got banned without doing anything and support didn't help me it is like he developed to say the same thing every time,1
"Please bring back the ""about you"" without duration.",4
open The watsapp,5
very nice,5
Ninaomba msaada,5
"Recently had the worst Experience, the App keeps Crushing all the time.",1
it's amazing,5
superb,5
excellent,5
"How do I translate messages from English to Spanish, I can't only do Spanish to english",4
very good,5
wasafa,1
wow nice apps,5
everyone likes this app so you have to,5
"Whatsapp banned my account and I bought a new sim card but they still banned it what have I done to deserve this, please 🥺🙏 open it for me back.",1
thank you,5
when I post on my status I can't hear the sounds on them but when I watch other people's status it's normal,1
amanzing,5
"it is a good app in my opinion but I have an issue if I send meta AI a message after an hour + after chatting with it it'll display *thinking* then it will display a small black box with time on it no message displayed,fix please.",4
This app is. very good even if I want to do video call it is easy to to see the person u never see or you have seen for a while,5
GooD,5
it's fun and easy,5
Use whatsapp messages for your free chatting,5
vree bad,1
very good application for earnings money,5
wow,5
superb,5
I'm so stressfull at this moment without any reason my official WhatsApp account number is banned and I also follow all your rules and regulations please review deeply again and unbanned my WhatsApp number as soon as possible. Thank you so much!,2
very good,5
what is going on with whatsapp now we have black shadows on video call all over the screen something we never had before.,3
so annoying,3
excellent,5
Great app,5
ok,5
"Very good, I really enjoyed it with great appreciation",5
I love it 💔💔💔💔💔💔🤗,5
the app is very good and emptied,5
very good app,5
It's good i like it,5
upgrade my WhatsApp to new version,5
works perfectly an smoothly men👌💥,4
best app eveeeeer,5
is very helped,5
i have more experience,5
I enjoyed WhatsApp,5
Pretty good,4
this app is the best for contacting relatives,5
Not working on my phone,1
Good news,1
it is a great app for chatting with family and friends,5
just wow I used the app more than 10 years🥳🥳🥳🥳🥳,5
best messaging app in the world,5
Whatsapp is a great app this app deserve more than five stars 💯,5
nice app,5
it never disappoint,5
good,5
keeps logging me out even when I haven't dine anything in it,1
good,5
the app is good,5
𝘤𝘰𝘰𝘭 𝘢𝘯𝘥 𝘥𝘰𝘱𝘦,5
good,3
good,2
I've been having frequent ban from whatsapp even when I don't have any thing bad. But it's a nice app,1
"Very good application, with alot of technicalities, I found it so funny with my social activities.",5
"why you guy's added duration in about ? it was good as a permanent about please bring it back, pleaseeeeeee.........",1
"Bagus, berfungsi dengan baik & normal App nya",5
enak buat ngobrol sayangnya banyak bug padahal saya langsung download aplikasi dari sini malah disuruh download yang asli jadi pusing saya,4
good,1
what'sapp account bunned problem solution,3
I want to start use what’s up,5
It is the best among the rest,5
jab koi hame block kar de to bina message/ call kiye pata lag jana chahiye aisa feature kab lyega whatp agle janam me,3
"can't wake up every morning without opening this app it's been helpful to me, and my family is very easy to interact with, among siblings",1
nice one,5
"Whatsapp have made everything simple for me I can chat, text and do voice or video call",1
⭐⭐⭐⭐⭐,5
goooood,5
Perfect 👌,5
buena,4
I have been blocked for over a year now why?,2
good,5
good,5
Good,5
Excellent,1
Hi am getting disturbed with the long updating procedure and time consumed.,4
This app is good,5
unable to go back to the normal WhatsApp,5
This app for mr is the best social medial app for communication and pasding of information which have been helping people alot,5
I enjoy using Whatsapp,5
am use this app of watsapp for meny reason it me for feuture,5
hath lagne se achanak call kaise ho jata hain? ek feature do jisme pehle poochega ki call Karu sure yes or no,1
reliable and trustworthy,5
so acceptable,5
"Perfect! I used to spent a lot of cash to communicate with family and friends locally & internationally but WhatsApp has make it much more cheaper, faster & easier, additional in an advance way text, audio & video",5
great 👍,5
very good and helpful,5
excellent,5
good,1
"The new update version is idle. A big mess has been made in the option of chat clear, if it is downloaded, it will be cleared, otherwise no data shows that, all ready old date is visible, so chat clear should be made mandatory. Improve this mess. this error is already REPEATED 👿👺👹",1
some issues comes progress need still👍😊🎀,5
Fastest messeging app,4
Good,5
Too much messing around with you,1
this is a wonderful and very experienceful app,1
it's quite good,1
Good,5
preaser sapot me whatsap,5
pafectly good,5
good,5
best messaging app I've ever used but you should allow users use disappearing message for anybody they want so it won't affect group and other chat they don't want it to affect I would have give 5 buh because of this problem buh if changed I'll give 5 star and I'll encourage people the whatsapp is the best,3
great,5
Fantastic,5
vv good,5
"Go to messaging app, free also. I've used this app for over a decade and never even once had an issue. But I've noticed that when you use multiple phones and link the app across devices the backup fails, it may be because I'm linking a second account to an iPhone, is there an explanation for this problem",5
nice application and in Pakistan it's totally free for calling. telecon companies has dedicated special cheapest package for this app.,5
"With ninety percent i have good experience with it , But you guys need to improved nd make everything be easier for the users prompt time, tnks👍",3
nice 👍,5
Brilliant App.,5
Recently noticed that whatever I typed as a draft to save for later always clears up when I reopen the app. This wasn't so till I updated the app. The team in charge should look into this and sort it out. Let me see my draft or whatever I was typing before I closed the app whenever I open the app afresh,2
this WhatsApp is very nice,5
please unbanned my WhatsApp number,1
I dnt really know what's going on but they're just banning me and I went for a review and they opened it. 24hr later they blocked it again. And I did the review and it opened. And they later banned it..... If I try to register. It says this number can no longer use WhatsApp register new number.,2
It's not open until i update it,5
it's good app,1
Fast and very reliable,5
i want to update my whatsapp,5
I need whapp,3
WhatsApp message is the best message app,5
My whatsapp doesnt have the features as other people's whatsapp even though i updated it,4
I am sure WhatsApp is one of the most popular and disappointing app but when we open the status the sound if already off this is why,2
Absolutely interesting app I will have love to rate it five if not for the updating issue always,4
♥️♥️,5
okay,5
My red love emoji suddenly just stopped working. i reported it to Whatsapp and nothing was done about it. Before this happened the app was soo convenient but now i can't access certain vital info.,2
Pretty Good app,5
حملت الواتس من الموقع الرسمي ومع ذلك لا يريد تسجيل الرقم الجديد,2
I like this app coz is helpful and easy to use it...☺️😊,5
best ever,4
Good,5
How will I download WhatsApp messenger from Google play,5
I love it,3
Its nice,5
why I can't change my name??,5
The AI button has appeared again. You're really doing an excellent job of forcing me off WhatsApp and fully only Signal. Make it optional. I'll never ever use it.,1
you should really fix the status upload quality. why is it so poor?,2
nice chatting app,5
I'm so disappointed in this WhatsApp every time the keep banning my account and reopen I don't know my offence that doesn't march the policy Since I changed device this is the problem I'm having,1
"until now for more than 6 years, there's nothing to complain. I love your updates and new features. but where's that live voice chat feature went ? I just tried it one day and next day it vanished. Why ??",5
good,4
good,5
very very good,5
Nice,5
good,5
I learn that is a good app,1
was very nice and good,4
It good to use this app.,4
good,5
"This App has been very helpful. It helps me a lot with assignment, sending messages, voice note and most especially voice call",5
you can see people on video call,3
my watsap not working well I'd no what happened to phone,5
good,5
my business,5
great,5
gud,5
so lovely 😍😍,5
good,4
this cheap to use therefore I found the app easy to use,5
nice app,5
"In fat this app is very gud ,it help me to creat idea on mi channel,and creat stickers",5
I have a problem with that when I upload video status the quality of the video decreases drastically...some detail is completely lost which is not okay...please tsAp tsAp do something about that.,2
so good,5
Whatsapp unbanned please,5
I need to use my whatsapp account,5
so Wonder so wonderful,1
exceptional amazing effective and efficient,5
Whatsapp is good and helpful but l dislike when it tell's me to update when l don't have enough data,3
GOOD,5
great,4
😍,5
WhatsApp is good but my account doesn't last for a day before it says my account has a spam,1
is good,5
this is the best app to chat,5
mehak ❤️,5
Its so good,5
Good,5
it's okay,2
God forsaken App,1
I ain't got much to say buh try using whatsapp messenger its small fast and data saving i love it,5
nice app makes conversation easy good mode for sharing and communication,5
This app is soo fustrating coz once i registered whatsapp and it was working just fine and one day this message poped up which said my account was in review and few days later i was logged out i tried logging back in it would always says download the offical whatsapp even though i did it still kept saying that,1
app is very good,5
love whatsapp,5
no app is better than WhatsApp,5
it was good after I updated it from play store,4
cool app,5
banned account without any reason,1
What's App is the best innovation and revolution of this Era.,5
my experience I can contact my kids when they are out of school and my family and friends and my personal?,5
i fine it difficult to watch video on my WhatsApp and my status help me.,1
قدر ت اللهۍافغان,4
good,5
Excellent,5
good for friends fun chatting,4
always needs updating,1
"very good experience,it has made communication very easy and fast for me",5
Very good yeah,5
It's a perfect and reliable app I've ever met😎😘,5
I want app to open in this device,1
Mid,5
experience has been terrible of recent due to usual flags.,1
Excellent,5
"I like the app, it's really very fast, but sometimes it does not download easily. Like now I want to download since, it didn't come up. I have been on it since morning.",3
very nice,5
The app is nice but I would love it if there could be a feature where by messages can be sent in view once,3
Good en convinient app,5
It makes it easier to communicate with friends,1
good work,4
whatsApp messenger is been the best app in my life. Made messaging easy for me the world easy to reach too,4
I need my whatsapp,5
WhatsApp is good for everybody,5
Wow,1
WhatsApp is easy and faster to message after using this app more than 2 years and I discovered that this app is too good,5
is good thinks,5
super,5
bad conditions,1
cool app,4
Yes in sms,4
very good for conversation,5
very good 100%,5
I am training for 1 month and I need to open my WhatsApp today and I am made that is my point,5
"fix this app, Transferring to a new phone is not working properly",2
best communicating app ever,5
bettar have a good,3
my experience i love it because it makes me comfortable any time I I'm feeling sad I just chat with friends and day me smile,5
good 👍😊,5
"Eversince I updated the app, I've been unable to send videos. It takes forever to send a 2mb video so I have to send them as documents which is a longer and mire stressful process altogether",4
okay,5
it's good,5
Communication,5
5 Star ⭐⭐⭐⭐⭐,5
soo good,5
Very good and helpful,5
Whatsapp is the best app,5
how can I retrieve my lost group contacts from this app?,5
I can't receive any message to anyone when I was online the will receive my message also but I can't receive any message 😭😔,1
this is average aap!!!!!!!,3
use full,5
Tʜᴇ ʙᴇsᴛ,1
login Dear watsapp team I am not using any unofficial whatsapp application but still when I try to open my official whatsapp it shows You need official whatsapp to login problem please help me to fix it as soon as possible God bless you Your number,5
the whatsapp is wicked my account has been getting hacked for the third time now And they are not giving me any help,1
nice working app,5
"The app keeps getting stuck on the “Loading…” screen after I mistakenly logged into my old device (OnePlus Nord CE3 Lite). It was working fine on the new device. I’ve already tried clearing cache, clearing data, reinstalling, and restarting multiple times, but the issue persists. Network speed is fine, yet the app won’t open at all on my current phone (Vivo X300). Please fix this session conflict problem — users should be able to switch devices without losing access.",1
shame on your system,1
Like you,5
interesting,4
OK,5
It was interesting but can't withdraw there's no options,5
whatshap was delite can jou give it back,2
Amazing,5
this is a very good app for meeting different people and it's good for research too,5
I think I love it because it's fast and also reliable,5
very good,5
how to login my account,5
the app is so helpful but the update is too frequent,4
"this app is the best in most time, and it's helping people a lot",5
it is a good app,5
🥰🥰🥰🥰,5
best apk,5
Good,5
WhatsApp is good 👍🏽😊.,5
network is slow,1
एंटरटेनमेंट है,5
"The songs are limited, why? we still can't find some songs that we need, unlike Instagram and Snapchat. the app should be upgraded to the standard of not reducing quality of photos and videos on statuses",4
wattsap,5
Great! it's good to be seen. 😁,5
I was banned from using Whatsapp on myoppo a19s please Whatsapp the problem,3
This app is wow and ominous,4
🙁,5
good,5
"please let the Whatsapp management look into bring about the feature where one can view a chat from the outside without actually entering the chat in situations where you don't want the person to know you have seen the chat at that moment, the feature is on the iOS phones but not o. Android, please y'all should consider bringing it on Android as well. Love. your's consistent user❤️‍🩹",2
😁,5
Bad,1
the app is easy,5
Actually WhatsApp is good for communication because am been using with it for many years,5
can't use the app and support won't help,1
meta spy,1
Yego,5
nice 👍,5
عالی است,4
"my daily dose. thanks for creating this app in the first place.. And the way meta chat has made so much of my work easy, I love it",5
good,5
my App was good until now but it's not working,2
overall app is too good but I'm suffering a problem from past 2-3 days someone is trying to login my WhatsApp and they have accessed my login without my permission or otp it is not a valid point it's a security concern please fix this as soon as possible,1
good jobb,5
useful for contacting we people easily,5
nice 👍,5
"it's very very good, for more than 1yr I've been using it. I really like the app.",5
since last year facing this issue when replying on status through voice note didn't send anyone but type message will send also update everytime but still have that issue and also have a same problem in WhatsApp Business how do I solve that issue,3
good,5
i really like this app and intresting,5
Very nice,5
Fine,5
happy,5
people cant text me fix this problem immediately,1
"After the latest update, I'm suffering from video codec issues, When I send a video to someone, that video is not playing at my end, also status videos are not playing, 1sec play then buffering.",1
"Whatsapp is powerful tool in modern communication. Easy, secure, fast and reliable.",5
good👍,5
very fantastic,5
very good,5
really amazing 😍🤩,4
